kick_event,timestamp,timestamp_original,id_jogador_chutou,cor_jogador_chutou,id_goleiro,cor_goleiro,gol,ball_position_x,ball_position_y,ball_velocity_norm,ball_acceleration_norm,kicker_position_x,kicker_position_y,kicker_position_w,kicker_velocity_norm,goalkeeper_position_x,goalkeeper_position_y,goalkeeper_velocity_norm,num_blue_on_field,num_yellow_on_field,feat_dist_goal,feat_angle_goal,feat_visible_angle,feat_min_dist_opponent,feat_opponents_in_cone,feat_robot_orientation,feat_orientation_to_goal_diff
kickEvent212,42.985628928,42.985628928,12,yellow,0,blue,0,5415.168,-1092.471,302.493922511871,21122.1047397751,5562.968,-1109.7837,3.0683951,340.961502712834,-5710.107,-41.66858,3.85757009326221,11,9,11467.325466475,174.533245734413,8.9350279177897,1019.03044606167,5,175.806089108622,-1.2728433742095
kickEvent213,537.443000832,537.443000832,4,blue,12,yellow,0,4421.65,-118.176125,5148.00614572065,352686.270381428,4070.7366,-2506.6667,0.95955217,1232.46627324455,5975.984,-96.50287,1351.03967451286,11,9,1582.76792961571,4.2819291463673,59.1767853710068,491.638531315455,1,54.9782895636197,-50.6963604172524
kickEvent214,551.509054208,551.509054208,8,blue,12,yellow,0,721.1282375,-125.02121625,8584.33056435172,4751651.23960436,2301.1711,-1906.1682,2.2984705,171.011477614018,5856.093,-61.226818,71.20737235669,11,9,5280.35201378019,1.35670073772883,19.3404250560287,727.973716015463,2,131.692658985324,-130.335958247595
kickEvent215,556.821919744,556.821919744,6,blue,12,yellow,1,4295.134,-309.07614,5030.40648676581,316094.520648788,3534.68,-2355.498,0.7572677,929.819231620537,5406.9644,1308.2866,295.341319706454,11,9,1732.65580490567,10.2755815418419,54.4607698538498,317.902067746573,0,43.388243171579,-33.112661629737
kickEvent216,665.352270848,665.352270848,4,blue,12,yellow,0,5093.6494,-4375.633,229.870847071832,25310.6488178495,2603.1897,2155.001,-0.5517521,988.848017894927,5814.262,-840.1106,156.8098095917,11,8,4468.5160356442,78.2974817335744,4.86746588965794,860.345701290504,4,-31.6130666674801,109.910548401055
kickEvent217,686.524385536,686.524385536,6,blue,12,yellow,0,3474.6963,-1495.9573,4440.08692429904,291929.844688522,2322.825,160.46027,-0.12807813,991.244567481051,5854.7944,-759.3556,180.104800376959,11,8,2935.14003424998,30.6419527256891,30.2159038055292,615.07664403918,1,-7.3383362969279,37.980289022617
kickEvent218,706.381014528,706.381014528,6,blue,12,yellow,0,3181.4358,-1062.7838,110.82005266043,12252.1205546139,3065.9736,-1099.6324,0.12386298,300.922695395118,5832.922,-324.17477,65.1600511667066,11,8,3012.27713782515,20.6597372755285,31.5470752220703,922.403459530937,3,7.09682599191333,13.5629112836152
kickEvent219,708.66840448,708.66840448,3,yellow,0,blue,0,432.76792,113.9438875,7095.92384143604,2444028.92793744,2519.132,553.68176,2.9764009,2996.9983374159,-5740.6567,10.374194,33.5127784759027,11,8,6433.77698728202,-178.985223579022,344.075881333106,1527.24234544808,11,170.53520970894,10.4795667120387
kickEvent220,715.917170944,715.917170944,2,blue,12,yellow,0,2989.86,196.31587,5227.1608277242,349172.500112029,3136.51,-103.47304,2.0369658,128.414059358567,5854.969,-12.640423,37.5468888927819,11,8,3016.53488963974,-3.73144233132463,33.1698224823981,1068.1310503145,2,116.709543352489,-120.440985683814
kickEvent221,748.939754496,748.939754496,7,blue,12,yellow,1,4220.382,366.97025,5004.25302460671,180156.446661326,3665.6694,-1795.6875,0.5526794,1579.15682791569,5685.4214,123.257,1641.49639985672,11,8,1817.06009540385,-11.6514947024306,52.1223173304541,226.239759387577,1,31.6661970438226,-43.3176917462533
kickEvent222,808.353823232,808.353823232,8,blue,12,yellow,0,1563.0487,1079.1038,2952.98167799433,192061.348446951,1171.2424,829.2287,0.5981673,337.299664143816,5758.186,-208.64865,919.273502116286,11,9,4566.28972468306,-13.669421944021,21.7277088835712,1882.95061030323,3,34.2724617327358,-47.9418836767568
kickEvent223,905.886997504,905.886997504,8,blue,12,yellow,0,543.5225,-1560.1893,14456.7910503588,5149315.59867926,-2663.1882,-956.3673,0.07072536,2038.12232990732,5845.4023,-505.8611,1020.37462885749,11,8,5675.15086670308,15.9570033807096,17.3706341935173,2697.86171926506,4,4.05226463254337,11.9047387481662
kickEvent224,946.516307712,946.516307712,8,yellow,0,blue,0,-2908.819,1324.6526,5786.76299955768,149974.524891513,-2138.3118,-1213.6494,2.027412,1651.00980417977,-5649.3213,326.12692,854.792120518947,11,8,3363.04987852511,-156.803590160865,27.9196295326563,876.762953732935,1,116.162150934177,87.0342589049579
kickEvent225,1102.800402944,1102.800402944,4,blue,12,yellow,1,4932.6074,1929.1274,3403.06359878492,175935.389832855,5012.6377,2011.545,-2.2351475,325.447742783666,5914.256,838.92303,111.829544676725,10,7,2204.73569571627,-61.0440988486122,25.3748010242851,1319.04665233619,1,-128.064518339217,67.0204194906049
kickEvent226,1401.69169792,1401.69169792,10,blue,12,yellow,0,205.62898,-707.5307875,1989.27906253191,420505.511210152,52.15371,-734.130485,0.21077648,2793.12776691939,5862.757,-131.48575,57.735231617621,10,7,5837.40827188541,6.96172796110156,17.408066747278,673.558309674743,2,12.0766027246236,-5.11487476352205
kickEvent227,1414.436593152,1414.436593152,7,blue,12,yellow,0,-1130.8756,929.7527,3257.54770385384,207106.191098956,-1036.6556,912.2403,2.81167115,633.230747451577,5851.489,-5.940835,70.583640784174,10,7,7191.23264161525,-7.42855186241926,14.1523107735813,523.351471000111,3,161.096890273695,-168.525442136114
kickEvent228,1419.290210304,1419.290210304,4,blue,12,yellow,0,3222.9004,-72.00043,4856.06820099634,230206.689034011,1924.8834,-1973.0414,0.46007982,1065.94075637391,5851.082,-5.458729,50.8525093486927,10,7,2778.03280222541,1.48514544159182,35.8924208264024,172.807924998183,4,26.3606319251386,-24.8754864835468
kickEvent229,1500.36336256,1500.36336256,15,blue,12,yellow,0,2466.978,-2160.2915,3211.51156020473,37704.4126075461,2588.5557,-1309.0399,-1.6995889,547.799051543166,5802.513,-167.49005,985.850637891617,10,7,4141.14764497189,31.4439981721139,21.2667805559734,1245.87052056761,3,-97.3792708772821,128.823269049396
kickEvent230,1522.320183808,1522.320183808,7,blue,12,yellow,0,3080.1482,-397.31552,115.271760543714,13107.5215742824,2881.4036,-343.94513,-0.24204895,120.328958614972,5836.2314,-480.45374,431.513582522663,10,7,2946.75994210525,7.7488658085045,33.724331541447,1063.00246526482,2,-13.8683832705731,21.6172490790776
kickEvent231,1713.1940096,1713.1940096,8,blue,12,yellow,0,3120.5708,-12.950902,2350.36032929612,127251.293002296,3171.405,-95.85859,1.8091651,796.550080390616,5747.1685,-680.84,42.9944501990694,9,8,2879.45832469846,0.257699346064396,34.7139150016467,890.725830836088,2,103.657524672364,-103.399825326299
kickEvent232,1715.293828608,1715.293828608,2,blue,12,yellow,1,5692.928,1765.9357,1769.30000385472,46812.4048485845,5027.285,2421.8315,-1.1200826,1151.57178562802,5889.8735,969.2461,542.584293891508,9,8,1792.43468771347,-80.1356811519625,12.9545879313707,565.132202099872,1,-64.17600568604,-15.9596754659226
kickEvent233,1740.194228224,1740.194228224,10,blue,12,yellow,0,4319.285,2701.9238,982.665306407527,36508.3033034153,4293.4375,2794.8667,-1.06916,1194.69585943839,5897.3994,809.61725,201.253051777037,9,8,3182.01117726375,-58.1165776069132,17.9921920759207,483.977775655411,3,-61.2583556242071,3.1417780172939
kickEvent234,1767.637453568,1767.637453568,6,blue,12,yellow,1,3936.686,-2391.7812,4985.70643052112,220950.722293209,2178.5017,-310.04315,0.029182546,1886.0721713843,5710.9814,-710.5442,282.85467421086,9,8,3158.77855685856,49.216698747228,22.0531712912568,790.769992493449,2,1.67203672124638,47.5446620259816
kickEvent235,1956.12013184,1956.12013184,15,blue,12,yellow,0,5583.945,3189.7585,7874.18302136036,877075.925027361,2176.3623,2691.932,-0.14591132,1456.96450151882,5779.8965,860.28564,554.286978335164,10,8,3216.77805441209,-82.5686000918839,4.48966397825319,1258.34259088897,2,-8.3601028191828,-74.2084972727011
kickEvent236,2084.715171072,2084.715171072,15,blue,12,yellow,0,3158.4297,-826.69165,1244.63626493505,85397.5915206119,3221.5276,-879.0641,2.2842033,1410.54701524357,5849.891,-189.33263,171.574456243826,11,8,2959.38183646886,16.2211792908173,32.7629459327756,117.272665216675,2,130.875208639855,-114.654029349038
kickEvent237,2210.573990144,2210.573990144,7,blue,12,yellow,0,3094.7168,-2407.495,5569.3897372801,381119.466211223,3388.0942,-2699.704,2.3435822,165.840069444053,5743.8486,-434.09326,1140.01548792479,11,8,3773.15552915954,39.6472191769719,21.2802062070256,1076.1935565296,1,134.277369001984,-94.6301498250125
